   0.000000      1.3887944E-11
  2.0000000E-02  9.8595153E-11
  3.9999999E-02  1.1436260E-10
  5.9999999E-02  1.1729756E-10
  7.9999998E-02  1.1784387E-10
  9.9999994E-02  1.1794557E-10
  0.1200000      1.1796450E-10
  0.1400000      1.1796802E-10
  0.1600000      1.1796868E-10
  0.1800000      1.1796880E-10
  0.2000000      1.1796883E-10
  0.2200000      1.1796884E-10
  0.2400000      1.1796886E-10
  0.2600000      1.1796886E-10
  0.2800000      1.1796886E-10
  0.3000000      1.1796886E-10
  0.3200000      1.1796886E-10
  0.3400000      1.1796886E-10
  0.3600000      1.1796886E-10
  0.3800000      1.1796886E-10
  0.4000000      1.1796891E-10
  0.4200000      1.1796894E-10
  0.4400000      1.1796880E-10
  0.4600000      1.1796857E-10
  0.4800000      1.1796905E-10
  0.5000000      1.1797019E-10
  0.5200000      1.1796825E-10
  0.5400000      1.1796199E-10
  0.5600000      1.1796873E-10
  0.5800000      1.1800458E-10
  0.6000000      1.1799557E-10
  0.6200000      1.1780245E-10
  0.6400000      1.1766717E-10
  0.6600000      1.1851298E-10
  0.6800000      1.2014703E-10
  0.7000000      1.1788236E-10
  0.7200000      1.0692637E-10
  0.7400000      1.0325069E-10
  0.7600000      1.5096695E-10
  0.7800000      2.3910643E-10
  0.8000000      1.4983419E-10
  0.8200000     -4.0611717E-10
  0.8400000     -9.2498575E-10
  0.8600000      7.1741901E-10
  0.8800000      6.0378751E-09
  0.9000000      8.6355332E-09
  0.9200000     -9.9481490E-09
  0.9400000     -5.8609984E-08
  0.9600000     -7.8572455E-08
  0.9800000      8.8021565E-08
   1.000000      5.3955387E-07
   1.020000      8.6218307E-07
   1.040000     -2.6287989E-07
   1.060000     -4.2836509E-06
   1.080000     -9.6070107E-06
   1.100000     -6.9175967E-06
   1.120000      2.1130365E-05
   1.140000      8.4999672E-05
   1.160000      1.5020305E-04
   1.180000      8.8251385E-05
   1.200000     -3.3256426E-04
   1.220000     -1.3257740E-03
   1.240000     -2.7399366E-03
   1.260000     -3.4637570E-03
   1.280000     -7.1823550E-04
   1.300000      1.0436631E-02
   1.320000      3.6937393E-02
   1.340000      8.6535111E-02
   1.360000      0.1655705    
   1.380000      0.2761841    
   1.400000      0.4138926    
   1.420000      0.5666084    
   1.440000      0.7158574    
   1.460000      0.8402212    
   1.480000      0.9201617    
   1.500000      0.9427798    
   1.520000      0.9049774    
   1.540000      0.8140245    
   1.560000      0.6854297    
   1.580000      0.5389196    
   1.600000      0.3938681    
   1.620000      0.2655293    
   1.640000      0.1629589    
   1.660000      8.8834293E-02
   1.680000      4.0767077E-02
   1.700000      1.3365850E-02
   1.720000      2.9775198E-04
   1.740000     -4.1735638E-03
   1.760000     -4.3730913E-03
   1.780000     -3.0479194E-03
   1.800000     -1.6225358E-03
   1.820000     -6.2591536E-04
   1.840000     -1.0234019E-04
   1.860000      9.0257308E-05
   1.880000      1.1200332E-04
   1.900000      7.4579468E-05
   1.920000      3.4220637E-05
   1.940000      9.3714280E-06
   1.960000     -2.5143113E-06
   1.980000       0.000000    
   2.000000       0.000000    

