           1  1.7999999E-02  1.3801455E-03  2.8492737E-04
           2  3.5999998E-02  2.7742386E-03  5.6751317E-04
           3  5.3999998E-02  4.1633844E-03  8.4746652E-04
           4  7.1999997E-02  5.5297613E-03  1.1238712E-03
           5  8.9999996E-02  6.8566799E-03  1.4006937E-03
           6  0.1080000      8.1283450E-03  1.6941525E-03
           7  0.1260000      9.3301535E-03  2.0234350E-03
           8  0.1440000      1.0448337E-02  2.3796381E-03
           9  0.1620000      1.1471450E-02  2.7173308E-03
          10  0.1800000      1.2875736E-02  3.0089892E-03
          11  0.1980000      1.4269412E-02  3.3136150E-03
          12  0.2160000      1.5616953E-02  3.7408911E-03
          13  0.2340000      1.6903996E-02  4.3000001E-03
          14  0.2520000      1.8116713E-02  4.8604244E-03
          15  0.2700000      1.9242167E-02  5.3004306E-03
          16  0.2880000      2.0574629E-02  5.6317500E-03
          17  0.3060001      2.1912634E-02  5.9685661E-03
          18  0.3240001      2.3151100E-02  6.3896431E-03
          19  0.3420001      2.4275243E-02  6.8609542E-03
          20  0.3600001      2.5272369E-02  7.2921566E-03
          21  0.3780001      2.6130021E-02  7.6177535E-03
          22  0.3960001      2.7029216E-02  7.8315483E-03
          23  0.4140001      2.8245032E-02  7.9972530E-03
          24  0.4320001      2.9240072E-02  8.2201939E-03
          25  0.4500001      3.0526519E-02  8.5385861E-03
          26  0.4680001      3.1891227E-02  8.8313287E-03
          27  0.4860001      3.3018827E-02  8.9088883E-03
          28  0.5040001      3.4046948E-02  8.7263891E-03
          29  0.5220001      3.4915507E-02  8.4844334E-03
          30  0.5400001      3.5614610E-02  8.4556630E-03
          31  0.5580001      3.6132157E-02  8.6707659E-03
          32  0.5760002      3.6487341E-02  8.9034336E-03
          33  0.5940002      3.8100779E-02  8.9697987E-03
          34  0.6120002      3.9571583E-02  8.9016948E-03
          35  0.6300002      4.0885627E-02  8.8570481E-03
          36  0.6480002      4.2031646E-02  8.9378776E-03
          37  0.6660002      4.2998672E-02  9.1208173E-03
          38  0.6840002      4.3777227E-02  9.3325619E-03
          39  0.7020002      4.4356406E-02  9.5319394E-03
          40  0.7200002      4.4733822E-02  9.7190337E-03
          41  0.7380002      4.4902027E-02  9.9064894E-03
          42  0.7560002      4.6343029E-02  1.0100242E-02
          43  0.7740002      4.7862291E-02  1.0298709E-02
          44  0.7920002      4.9196839E-02  1.0498499E-02
          45  0.8100002      5.0335944E-02  1.0697559E-02
          46  0.8280002      5.1269770E-02  1.0895258E-02
          47  0.8460003      5.1987886E-02  1.1091596E-02
          48  0.8640003      5.2486360E-02  1.1286692E-02
          49  0.8820003      5.2758098E-02  1.1480626E-02
          50  0.9000003      5.2796185E-02  1.1673400E-02
