           1  1.7999999E-02  1.3801455E-03  2.8586760E-04
           2  3.5999998E-02  2.7742386E-03  5.6760840E-04
           3  5.3999998E-02  4.1633844E-03  8.4999535E-04
           4  7.1999997E-02  5.5297613E-03  1.1412265E-03
           5  8.9999996E-02  6.8566799E-03  1.4606339E-03
           6  0.1080000      8.1283450E-03  1.8326313E-03
           7  0.1260000      9.3749017E-03  2.2573124E-03
           8  0.1440000      1.0448337E-02  2.6837257E-03
           9  0.1620000      1.1471450E-02  3.0381149E-03
          10  0.1800000      1.2875736E-02  3.3160846E-03
          11  0.1980000      1.4269412E-02  3.6583063E-03
          12  0.2160000      1.7477453E-02  4.2437105E-03
          13  0.2340000      2.4861991E-02  5.0423639E-03
          14  0.2520000      2.6484847E-02  5.8228103E-03
          15  0.2700000      2.7891934E-02  6.3946126E-03
          16  0.2880000      2.9236078E-02  6.7626270E-03
          17  0.3060001      3.0480683E-02  7.0933430E-03
          18  0.3240001      3.1606495E-02  7.5404001E-03
          19  0.3420001      3.2599270E-02  8.0979737E-03
          20  0.3600001      3.3447564E-02  8.6283106E-03
          21  0.3780001      3.4139752E-02  8.9878440E-03
          22  0.3960001      3.4666836E-02  9.1382051E-03
          23  0.4140001      3.5938680E-02  9.2167305E-03
          24  0.4320001      3.7442744E-02  9.4851153E-03
          25  0.4500001      3.8818598E-02  1.0065422E-02
          26  0.4680001      4.7248483E-02  1.0721584E-02
          27  0.4860001      4.7552764E-02  1.1045779E-02
          28  0.5040001      4.8653424E-02  1.0838468E-02
          29  0.5220001      4.2778492E-02  1.0306811E-02
          30  0.5400001      4.3329477E-02  9.9232988E-03
          31  0.5580001      4.3684304E-02  9.9730045E-03
          32  0.5760002      4.4549763E-02  1.0277565E-02
          33  0.5940002      4.6127498E-02  1.0501727E-02
          34  0.6120002      4.7544718E-02  1.0523726E-02
          35  0.6300002      4.8787773E-02  1.0451671E-02
          36  0.6480002      4.9846232E-02  1.0437739E-02
          37  0.6660002      5.0709605E-02  1.0535638E-02
          38  0.6840002      5.1369369E-02  1.0707027E-02
          39  0.7020002      5.1815391E-02  1.0900323E-02
          40  0.7200002      5.2045703E-02  1.1092749E-02
          41  0.7380002      5.2419722E-02  1.1283383E-02
          42  0.7560002      5.4081500E-02  1.1475530E-02
          43  0.7740002      5.5554807E-02  1.1669603E-02
          44  0.7920002      5.6827188E-02  1.1864137E-02
          45  0.8100002      5.7888746E-02  1.2057890E-02
          46  0.8280002      5.8729887E-02  1.2250375E-02
          47  0.8460003      5.9341252E-02  1.2441577E-02
          48  0.8640003      5.9719145E-02  1.2631613E-02
          49  0.8820003      5.9857428E-02  1.2820553E-02
          50  0.9000003      5.9749603E-02  1.3008411E-02
