           2
          51          63
  2.0000000E-02  2.0161290E-02
   0.000000               0
  2.0000000E-02           0
  3.9999999E-02           1
  5.9999999E-02           1
  7.9999998E-02           1
  9.9999994E-02           1
  0.1200000               1
  0.1400000               1
  0.1600000               1
  0.1800000               1
  0.2000000               1
  0.2200000               1
  0.2400000               1
  0.2600000               1
  0.2800000               1
  0.3000000               1
  0.3200000               1
  0.3400000               1
  0.3600000               1
  0.3800000               1
  0.4000000               1
  0.4200000               1
  0.4400000               1
  0.4600000               1
  0.4800000               1
  0.5000000               1
  0.5200000               1
  0.5400000               1
  0.5600000               1
  0.5800000               1
  0.6000000               1
  0.6200000               1
  0.6400000               1
  0.6600000               1
  0.6800000               1
  0.7000000               1
  0.7200000               1
  0.7400000               1
  0.7600000               1
  0.7800000               1
  0.8000000               1
  0.8200000               1
  0.8400000               1
  0.8600000               1
  0.8800000               1
  0.9000000               1
  0.9200000               1
  0.9400000               1
  0.9600000               1
  0.9800000               2
   1.000000               2
  0.7500000               2
  0.7701613               2
  0.7903226               1
  0.8104839               1
  0.8306451               1
  0.8508065               1
  0.8709677               1
  0.8911290               1
  0.9112903               1
  0.9314516               1
  0.9516129               1
  0.9717742               1
  0.9919355               1
   1.012097               1
   1.032258               1
   1.052419               1
   1.072581               1
   1.092742               1
   1.112903               1
   1.133065               1
   1.153226               1
   1.173387               1
   1.193548               1
   1.213710               1
   1.233871               1
   1.254032               1
   1.274194               1
   1.294355               1
   1.314516               1
   1.334677               1
   1.354839               1
   1.375000               1
   1.395161               1
   1.415323               1
   1.435484               1
   1.455645               1
   1.475806               1
   1.495968               1
   1.516129               1
   1.536290               1
   1.556452               1
   1.576613               1
   1.596774               1
   1.616935               1
   1.637097               1
   1.657258               1
   1.677419               1
   1.697581               1
   1.717742               1
   1.737903               1
   1.758065               1
   1.778226               1
   1.798387               1
   1.818548               1
   1.838710               1
   1.858871               1
   1.879032               1
   1.899194               1
   1.919355               1
   1.939516               1
   1.959677               1
   1.979839               0
   2.000000               0
