  0.5000000000E-01  0.9999303639E+00  0.1774878863E+01  0.9999025116E+00  0.1500067315E+01
  0.1500000000E+00  0.9998486702E+00  0.1774943303E+01  0.9997881465E+00  0.1500146290E+01
  0.2500000000E+00  0.9997528406E+00  0.1775018894E+01  0.9996539972E+00  0.1500238935E+01
  0.3500000000E+00  0.9996404328E+00  0.1775107563E+01  0.9994966473E+00  0.1500347616E+01
  0.4500000000E+00  0.9995085902E+00  0.1775211563E+01  0.9993121018E+00  0.1500475099E+01
  0.5500000000E+00  0.9993539674E+00  0.1775333535E+01  0.9990956829E+00  0.1500624623E+01
  0.6500000000E+00  0.9991726471E+00  0.1775476569E+01  0.9988419144E+00  0.1500799984E+01
  0.7500000000E+00  0.9989600468E+00  0.1775644281E+01  0.9985443922E+00  0.1501005626E+01
  0.8500000000E+00  0.9987108061E+00  0.1775840901E+01  0.9981956275E+00  0.1501246747E+01
  0.9500000000E+00  0.9984186608E+00  0.1776071374E+01  0.9977868722E+00  0.1501529429E+01
  0.1050000000E+01  0.9980762939E+00  0.1776341474E+01  0.9973079131E+00  0.1501860779E+01
  0.1150000000E+01  0.9976751673E+00  0.1776657943E+01  0.9967468383E+00  0.1502249098E+01
  0.1250000000E+01  0.9972053248E+00  0.1777028640E+01  0.9960897673E+00  0.1502704076E+01
  0.1350000000E+01  0.9966551749E+00  0.1777462720E+01  0.9953205511E+00  0.1503237012E+01
  0.1450000000E+01  0.9960112320E+00  0.1777970833E+01  0.9944204196E+00  0.1503861065E+01
  0.1550000000E+01  0.9952578414E+00  0.1778565348E+01  0.9933676056E+00  0.1504591542E+01
  0.1650000000E+01  0.9943768539E+00  0.1779260607E+01  0.9921369051E+00  0.1505446224E+01
  0.1750000000E+01  0.9933472819E+00  0.1780073203E+01  0.9906992155E+00  0.1506445724E+01
  0.1850000000E+01  0.9921449104E+00  0.1781022287E+01  0.9890210167E+00  0.1507613891E+01
  0.1950000000E+01  0.9907418908E+00  0.1782129895E+01  0.9870638379E+00  0.1508978250E+01
  0.2050000000E+01  0.9891062999E+00  0.1783421303E+01  0.9847836871E+00  0.1510570480E+01
  0.2150000000E+01  0.9872017017E+00  0.1784925383E+01  0.9821304995E+00  0.1512426912E+01
  0.2250000000E+01  0.9849867110E+00  0.1786674959E+01  0.9790476059E+00  0.1514589053E+01
  0.2350000000E+01  0.9824145842E+00  0.1788707142E+01  0.9754712652E+00  0.1517104105E+01
  0.2450000000E+01  0.9794328958E+00  0.1791063618E+01  0.9713303436E+00  0.1520025450E+01
  0.2550000000E+01  0.9759833147E+00  0.1793790844E+01  0.9665461704E+00  0.1523413078E+01
  0.2650000000E+01  0.9720015671E+00  0.1796940124E+01  0.9610326946E+00  0.1527333894E+01
  0.2750000000E+01  0.9674176460E+00  0.1800567492E+01  0.9546970310E+00  0.1531861861E+01
  0.2850000000E+01  0.9621563573E+00  0.1804733346E+01  0.9474405263E+00  0.1537077881E+01
  0.2950000000E+01  0.9561383088E+00  0.1809501757E+01  0.9391604875E+00  0.1543069348E+01
  0.3050000000E+01  0.9492814360E+00  0.1814939366E+01  0.9297526962E+00  0.1549929247E+01
  0.3150000000E+01  0.9415031627E+00  0.1821113807E+01  0.9191148228E+00  0.1557754720E+01
  0.3250000000E+01  0.9327232751E+00  0.1828091595E+01  0.9071508171E+00  0.1566644986E+01
  0.3350000000E+01  0.9228675551E+00  0.1835935420E+01  0.8937762822E+00  0.1576698516E+01
  0.3450000000E+01  0.9118721344E+00  0.1844700901E+01  0.8789247073E+00  0.1588009433E+01
  0.3550000000E+01  0.8996884576E+00  0.1854432838E+01  0.8625543114E+00  0.1600663127E+01
  0.3650000000E+01  0.8862886491E+00  0.1865161125E+01  0.8446551105E+00  0.1614731151E+01
  0.3750000000E+01  0.8716709069E+00  0.1876896570E+01  0.8252555848E+00  0.1630265591E+01
  0.3850000000E+01  0.8558644947E+00  0.1889626919E+01  0.8044282745E+00  0.1647293143E+01
  0.3950000000E+01  0.8389337475E+00  0.1903313491E+01  0.7822934657E+00  0.1665809326E+01
  0.4050000000E+01  0.8209805174E+00  0.1917888835E+01  0.7590202284E+00  0.1685773270E+01
  0.4150000000E+01  0.8021444790E+00  0.1933255819E+01  0.7348241527E+00  0.1707103671E+01
  0.4250000000E+01  0.7826008959E+00  0.1949288483E+01  0.7099614918E+00  0.1729676451E+01
  0.4350000000E+01  0.7625556406E+00  0.1965834841E+01  0.6847197755E+00  0.1753324670E+01
  0.4450000000E+01  0.7422376060E+00  0.1982721648E+01  0.6594054657E+00  0.1777841077E+01
  0.4550000000E+01  0.7218889875E+00  0.1999760878E+01  0.6343296729E+00  0.1802983468E+01
  0.4650000000E+01  0.7017542138E+00  0.2016757505E+01  0.6097932504E+00  0.1828482769E+01
  0.4750000000E+01  0.6820685738E+00  0.2033517922E+01  0.5860727676E+00  0.1854053387E+01
  0.4850000000E+01  0.8005117558E+00  0.1760167364E+01  0.8064367838E+00  0.1482137989E+01
  0.4950000000E+01  0.1451263130E+01  0.9535511977E+00  0.1915820774E+01  0.7014159542E+00
  0.5050000000E+01  0.1636091395E+01  0.8058269354E+00  0.2220560025E+01  0.5845885215E+00
  0.5150000000E+01  0.1661598669E+01  0.7767299989E+00  0.2266109749E+01  0.5621195102E+00
  0.5250000000E+01  0.1676572792E+01  0.7556140590E+00  0.2294281463E+01  0.5459135462E+00
  0.5350000000E+01  0.1689826080E+01  0.7366051755E+00  0.2319265249E+01  0.5313938722E+00
  0.5450000000E+01  0.1701749505E+01  0.7194339199E+00  0.2341708169E+01  0.5183323602E+00
  0.5550000000E+01  0.1712432439E+01  0.7040112213E+00  0.2361779041E+01  0.5066437092E+00
  0.5650000000E+01  0.1721958273E+01  0.6902382887E+00  0.2379640828E+01  0.4962387049E+00
  0.5750000000E+01  0.1730413116E+01  0.6780043740E+00  0.2395462806E+01  0.4870220909E+00
  0.5850000000E+01  0.1737884564E+01  0.6671909413E+00  0.2409417124E+01  0.4788953166E+00
  0.5950000000E+01  0.1744460032E+01  0.6576758427E+00  0.2421674990E+01  0.4717592841E+00
  0.6050000000E+01  0.1750225160E+01  0.6493369942E+00  0.2432403287E+01  0.4655167359E+00
  0.6150000000E+01  0.1755262418E+01  0.6420553880E+00  0.2441761819E+01  0.4600741738E+00
